"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",-3,-2.82758620689655,-2.6551724137931,-2.48275862068966,-2.31034482758621,-2.13793103448276,-1.96551724137931,-1.79310344827586,-1.62068965517241,-1.44827586206897,-1.27586206896552,-1.10344827586207,-0.93103448275862,-0.758620689655172,-0.586206896551724,-0.413793103448276,-0.241379310344827,-0.068965517241379,0.103448275862069,0.275862068965517,0.448275862068966,0.620689655172414,0.793103448275862,0.96551724137931,1.13793103448276,1.31034482758621,1.48275862068966,1.6551724137931,1.82758620689655,2
"2",-2,-1.82758620689655,-1.6551724137931,-1.48275862068966,-1.31034482758621,-1.13793103448276,-0.96551724137931,-0.793103448275862,-0.620689655172414,-0.448275862068965,-0.275862068965517,-0.103448275862069,0.0689655172413794,0.241379310344828,0.413793103448276,0.586206896551724,0.758620689655173,0.931034482758621,1.10344827586207,1.27586206896552,1.44827586206897,1.62068965517241,1.79310344827586,1.96551724137931,2.13793103448276,2.31034482758621,2.48275862068966,2.6551724137931,2.82758620689655,3
"3",-1,-0.931034482758621,-0.862068965517241,-0.793103448275862,-0.724137931034483,-0.655172413793103,-0.586206896551724,-0.517241379310345,-0.448275862068966,-0.379310344827586,-0.310344827586207,-0.241379310344828,-0.172413793103448,-0.103448275862069,-0.0344827586206897,0.0344827586206897,0.103448275862069,0.172413793103448,0.241379310344828,0.310344827586207,0.379310344827586,0.448275862068966,0.517241379310345,0.586206896551724,0.655172413793103,0.724137931034483,0.793103448275862,0.862068965517241,0.93103448275862,1
